fighter_name,Vitorias,Derrotas,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,ufc_wins,ufc_losses,ufc_kos,ufc_submissions,td_acc_float,td_def_float,win_rate,ko_rate,sub_rate,striking_eff,grappling
Konstantin Erokhin,9,3,0,1.07,36.0,1.83,47%,0.0,0%,70%,0.0,0,2,0,0,0.0,0.7,0.0,0.0,0.0,0.5544041450777202,0.0
Julian Marquez,9,6,0,5.06,45.0,5.35,50%,0.0,0%,54%,2.6,3,5,0,3,0.0,0.54,0.3749999531250059,0.0,0.9999996666667778,0.9284403669724771,0.0
Justin Edwards,9,5,0,2.68,42.0,3.32,51%,2.14,26%,27%,1.0,2,5,0,1,0.26,0.27,0.285714244897965,0.0,0.499999750000125,0.7836257309941521,0.1898
Todd Duffee,9,3,0,5.93,37.0,2.87,56%,0.72,25%,90%,0.0,3,2,3,0,0.25,0.9,0.599999880000024,0.9999996666667778,0.0,1.9966329966329963,0.024999999999999994
Jamey-Lyn Horth,9,2,0,3.63,55.0,2.5,63%,1.17,42%,79%,0.2,4,2,1,0,0.42,0.79,0.6666665555555741,0.24999993750001562,0.0,1.396153846153846,0.08819999999999999
Matt Hobar,9,3,0,3.23,42.0,4.27,52%,3.66,44%,50%,0.0,1,2,0,0,0.44,0.5,0.33333322222225925,0.0,0.0,0.7391304347826089,0.22
Kwan Ho Kwak,9,2,0,3.29,41.0,3.45,47%,0.78,100%,26%,0.0,0,2,0,0,1.0,0.26,0.0,0.0,0.0,0.9267605633802817,0.74
Erik Silva,9,4,0,2.06,67.0,1.52,40%,3.26,80%,60%,0.0,0,3,0,0,0.8,0.6,0.0,0.0,0.0,1.2716049382716048,0.32000000000000006
Danny Barlow,9,2,0,5.81,51.0,4.65,52%,0.0,0%,100%,0.0,2,2,1,0,0.0,1.0,0.49999987500003124,0.499999750000125,0.0,1.223157894736842,0.0
Hunter Azure,9,2,0,3.92,53.0,2.08,58%,1.97,34%,67%,1.3,2,2,0,0,0.34,0.67,0.49999987500003124,0.0,0.0,1.7981651376146788,0.1122
Jordan Williams,9,6,0,5.83,50.0,5.46,35%,1.11,50%,85%,0.0,0,3,0,0,0.5,0.85,0.0,0.0,0.0,1.0485611510791368,0.07500000000000001
Brady Hiestand,9,2,0,2.7,50.0,3.75,51%,4.8,46%,42%,1.1,3,1,1,1,0.46,0.42,0.7499998125000469,0.33333322222225925,0.33333322222225925,0.7012987012987013,0.26680000000000004
Dom Mar Fan,9,2,0,3.71,56.0,2.49,44%,2.0,50%,66%,0.3,1,0,0,0,0.5,0.66,0.9999990000010001,0.0,0.0,1.4324324324324322,0.16999999999999998
Jon Manley,9,4,0,1.13,20.0,4.33,45%,1.0,7%,20%,0.0,0,1,0,0,0.07,0.2,0.0,0.0,0.0,0.255079006772009,0.05600000000000001
Francis Marshall,9,3,0,3.39,33.0,4.03,53%,2.86,45%,66%,0.6,3,3,1,1,0.45,0.66,0.49999991666668053,0.33333322222225925,0.33333322222225925,0.8208232445520581,0.153
Ian Entwistle,9,3,0,0.11,7.0,7.36,31%,0.0,0%,0%,12.1,1,2,0,1,0.0,0.0,0.33333322222225925,0.0,0.9999990000010001,0.014745308310991957,0.0
Steve Montgomery,9,5,0,4.85,39.0,4.12,47%,0.0,0%,64%,0.0,0,2,0,0,0.0,0.64,0.0,0.0,0.0,1.1492890995260663,0.0
Vinicius Moreira,9,5,0,3.15,59.0,5.07,43%,1.97,18%,0%,1.3,0,4,0,0,0.18,0.0,0.0,0.0,0.0,0.609284332688588,0.18
Alvaro Herrera Mendoza,9,6,0,1.89,38.0,3.4,55%,0.0,0%,33%,1.1,1,3,1,0,0.0,0.33,0.24999993750001562,0.9999990000010001,0.0,0.5399999999999999,0.0
Geane Herrera,9,3,0,1.51,31.0,5.07,52%,0.83,37%,38%,0.6,1,3,1,0,0.37,0.38,0.24999993750001562,0.9999990000010001,0.0,0.29206963249516443,0.2294
Arjan Bhullar,9,1,0,2.33,56.0,3.25,59%,1.73,75%,100%,0.0,3,1,0,0,0.75,1.0,0.7499998125000469,0.0,0.0,0.6955223880597015,0.0
Alptekin Ozkilic,9,5,0,3.81,32.0,5.72,59%,4.21,58%,75%,0.0,1,3,0,0,0.58,0.75,0.24999993750001562,0.0,0.0,0.6546391752577321,0.145
Cortavious Romious,9,4,0,1.91,38.0,3.46,39%,2.29,66%,64%,0.8,0,2,0,0,0.66,0.64,0.0,0.0,0.0,0.5365168539325842,0.2376
Guilherme Vasconcelos,9,4,0,3.27,29.0,4.4,70%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.7266666666666667,0.0
Paul Varelans,9,9,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0,4,4,2,1,0.0,0.0,0.4999999375000079,0.49999987500003124,0.24999993750001562,0.0,0.0
Ethyn Ewing,9,2,0,5.67,52.0,5.13,47%,3.0,60%,100%,0.0,1,0,0,0,0.6,1.0,0.9999990000010001,0.0,0.0,1.084130019120459,0.0
Yousri Belgaroui,9,3,0,5.82,66.0,2.52,61%,0.39,100%,68%,0.0,1,0,1,0,1.0,0.68,0.9999990000010001,0.9999990000010001,0.0,2.2213740458015265,0.31999999999999995
Nohelin Hernandez,9,4,0,1.32,34.0,2.63,52%,0.71,50%,37%,0.0,0,2,0,0,0.5,0.37,0.0,0.0,0.0,0.4835164835164835,0.315
Aspen Ladd,9,3,0,3.78,47.0,4.65,47%,1.56,47%,62%,0.6,4,3,3,0,0.47,0.62,0.57142848979593,0.7499998125000469,0.0,0.7957894736842105,0.17859999999999998
Elijah Smith,9,1,0,4.45,47.0,3.4,47%,3.51,53%,57%,0.9,2,0,1,0,0.53,0.57,0.99999950000025,0.499999750000125,0.0,1.2714285714285716,0.22790000000000005
Mike Wilkinson,9,4,0,2.35,38.0,3.7,35%,0.92,14%,55%,0.9,2,2,1,0,0.14,0.55,0.49999987500003124,0.499999750000125,0.0,0.618421052631579,0.063
Edwin Figueroa,9,5,0,2.57,39.0,3.06,51%,0.2,100%,37%,0.6,2,4,1,0,1.0,0.37,0.33333327777778704,0.499999750000125,0.0,0.8132911392405062,0.63
Jacob Malkoun,9,3,0,4.55,58.0,2.36,55%,5.81,40%,33%,0.9,5,3,1,0,0.4,0.33,0.6249999218750099,0.199999960000008,0.0,1.8495934959349594,0.26799999999999996
Nathan Fletcher,9,3,0,3.41,59.0,2.16,57%,3.37,38%,50%,0.7,1,2,0,1,0.38,0.5,0.33333322222225925,0.0,0.9999990000010001,1.508849557522124,0.19
DongHun Choi,9,0,0,4.54,66.0,3.13,58%,0.46,14%,81%,0.0,1,0,1,0,0.14,0.81,0.9999990000010001,0.9999990000010001,0.0,1.4055727554179567,0.026599999999999995
Chris Heatherly,9,4,0,1.08,45.0,2.67,52%,3.39,50%,100%,0.7,0,2,0,0,0.5,1.0,0.0,0.0,0.0,0.38989169675090257,0.0
James Head,9,4,0,2.75,48.0,3.11,49%,0.41,100%,66%,0.8,2,3,0,1,1.0,0.66,0.399999920000016,0.0,0.499999750000125,0.8566978193146417,0.33999999999999997
Marcel Fortuna,9,3,0,3.83,46.0,4.52,64%,0.45,8%,75%,0.5,1,2,1,0,0.08,0.75,0.33333322222225925,0.9999990000010001,0.0,0.8290043290043292,0.02
Brianna Fortino,9,3,0,3.53,41.0,3.23,57%,2.5,45%,66%,0.0,1,1,0,0,0.45,0.66,0.499999750000125,0.0,0.0,1.06006006006006,0.153
Daniel Frunza,9,4,0,3.25,38.0,4.32,50%,0.0,0%,50%,0.0,0,2,0,0,0.0,0.5,0.0,0.0,0.0,0.7352941176470589,0.0
Sarah Frota,9,2,0,4.52,52.0,2.57,55%,0.0,0%,53%,0.0,0,2,0,0,0.0,0.53,0.0,0.0,0.0,1.692883895131086,0.0
Kevin Christian,9,3,0,1.64,56.0,2.65,44%,0.0,0%,50%,2.3,0,1,0,0,0.0,0.5,0.0,0.0,0.0,0.5963636363636363,0.0
Marion Reneau,9,8,1,3.2,41.0,3.52,59%,0.62,63%,50%,0.8,5,7,2,2,0.63,0.5,0.41666663194444736,0.399999920000016,0.399999920000016,0.8839779005524863,0.315
Ryan Hall,9,2,0,2.38,50.0,1.33,65%,0.22,9%,0%,2.2,5,1,0,1,0.09,0.0,0.8333331944444675,0.0,0.199999960000008,1.6643356643356642,0.09
Bassil Hafez,9,4,1,3.71,38.0,5.68,41%,2.21,24%,50%,0.0,1,2,0,0,0.24,0.5,0.33333322222225925,0.0,0.0,0.6418685121107267,0.12
Yohan Lainesse,9,3,0,2.22,41.0,3.38,58%,0.94,28%,72%,0.5,1,3,0,0,0.28,0.72,0.24999993750001562,0.0,0.0,0.6379310344827587,0.07840000000000001
Jose Quinonez,9,5,0,3.6,45.0,3.0,64%,2.7,47%,42%,0.6,5,4,0,1,0.47,0.42,0.5555554938271674,0.0,0.199999960000008,1.1612903225806452,0.2726
Sheila Gaff,9,7,0,1.6,50.0,2.89,28%,0.0,0%,20%,0.0,0,2,0,0,0.0,0.2,0.0,0.0,0.0,0.5351170568561873,0.0
Ricardo Funch,9,6,0,2.61,65.0,3.57,40%,1.24,18%,60%,0.0,0,4,0,0,0.18,0.6,0.0,0.0,0.0,0.7111716621253406,0.072
Katsuhisa Fujii,9,18,1,4.0,50.0,4.43,64%,2.14,25%,50%,2.1,1,1,1,0,0.25,0.5,0.499999750000125,0.9999990000010001,0.0,0.8830022075055189,0.125
William Macario,9,3,0,4.92,54.0,3.96,65%,1.85,45%,78%,0.0,1,3,0,0,0.45,0.78,0.24999993750001562,0.0,0.0,1.2118226600985222,0.09899999999999999
Dmitrii Smoliakov,9,3,0,1.44,42.0,3.81,55%,0.0,0%,75%,0.0,0,3,0,0,0.0,0.75,0.0,0.0,0.0,0.3682864450127877,0.0
Trey Waters,9,2,0,6.39,44.0,5.83,55%,0.4,33%,85%,0.8,2,1,0,0,0.33,0.85,0.6666664444445185,0.0,0.0,1.0775716694772344,0.04950000000000001
Andy Ogle,9,6,0,2.24,44.0,2.23,50%,1.44,26%,58%,0.0,1,5,0,0,0.26,0.58,0.16666663888889352,0.0,0.0,0.96137339055794,0.10920000000000002
Marcelo Guimaraes,9,2,1,4.67,51.0,4.41,62%,1.99,13%,0%,0.0,2,2,0,0,0.13,0.0,0.49999987500003124,0.0,0.0,1.0354767184035476,0.13
Quang Le,9,3,0,2.82,38.0,4.59,49%,2.9,33%,100%,0.4,1,3,0,1,0.33,1.0,0.24999993750001562,0.0,0.9999990000010001,0.6012793176972282,0.0
Cung Le,9,3,0,4.36,48.0,2.98,66%,1.37,71%,88%,0.3,2,2,1,0,0.71,0.88,0.49999987500003124,0.499999750000125,0.0,1.4155844155844157,0.0852
Jonavin Webb,9,2,0,1.47,30.0,2.27,64%,2.5,31%,40%,1.0,0,2,0,0,0.31,0.4,0.0,0.0,0.0,0.620253164556962,0.186
Lukasz Brzeski,9,7,1,4.9,50.0,3.65,54%,0.41,33%,35%,0.4,1,6,0,0,0.33,0.35,0.1428571224489825,0.0,0.0,1.3066666666666669,0.21450000000000002
Wang Cong,9,1,0,6.22,56.0,2.19,63%,0.78,75%,84%,0.8,4,1,1,0,0.75,0.84,0.799999840000032,0.24999993750001562,0.0,2.7161572052401746,0.12000000000000002
Richard Walsh,9,5,0,3.84,46.0,2.72,58%,1.55,40%,66%,0.2,2,4,0,0,0.4,0.66,0.33333327777778704,0.0,0.0,1.3617021276595742,0.13599999999999998
Jin Soo Son,9,4,0,5.1,36.0,7.63,52%,1.5,25%,100%,0.0,0,2,0,0,0.25,1.0,0.0,0.0,0.0,0.6597671410090556,0.0
Joey Gambino,9,2,0,2.47,35.0,2.53,51%,0.0,0%,42%,0.8,0,2,0,0,0.0,0.42,0.0,0.0,0.0,0.9391634980988595,0.0
Gerald Strebendt,9,7,0,0.0,0.0,4.0,38%,0.0,0%,0%,16.4,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Ruas,9,4,2,0.0,0.0,0.0,0%,0.0,0%,0%,0.0,4,2,1,3,0.0,0.0,0.6666665555555741,0.24999993750001562,0.7499998125000469,0.0,0.0
Don Madge,9,3,1,2.08,52.0,0.74,67%,2.22,25%,80%,0.7,2,0,1,0,0.25,0.8,0.99999950000025,0.499999750000125,0.0,2.4761904761904763,0.04999999999999999
Luigi Vendramini,9,3,0,2.82,40.0,3.82,57%,1.11,15%,100%,0.6,1,3,1,0,0.15,1.0,0.24999993750001562,0.9999990000010001,0.0,0.7193877551020408,0.0
Saparbeg Safarov,9,3,0,4.03,48.0,2.96,47%,2.52,41%,33%,0.0,1,3,0,0,0.41,0.33,0.24999993750001562,0.0,0.0,1.3169934640522876,0.27469999999999994
Cameron Saaiman,9,3,0,5.3,46.0,4.14,51%,0.89,28%,47%,0.7,3,3,2,0,0.28,0.47,0.49999991666668053,0.6666664444445185,0.0,1.2500000000000002,0.14840000000000003
Magomed Gadzhiyasulov,9,1,0,2.89,49.0,1.64,62%,3.67,73%,61%,0.0,1,1,0,0,0.73,0.61,0.499999750000125,0.0,0.0,1.660919540229885,0.2847
Ryan Gandra,9,1,0,13.02,50.0,1.7,81%,0.0,0%,100%,0.0,1,0,1,0,0.0,1.0,0.9999990000010001,0.9999990000010001,0.0,7.2333333333333325,0.0
Justin Ledet,9,4,0,3.35,39.0,4.82,49%,0.23,50%,42%,0.2,3,4,0,1,0.5,0.42,0.4285713673469475,0.0,0.33333322222225925,0.6808943089430894,0.29000000000000004
Dominic Waters,9,5,0,0.48,23.0,2.53,39%,4.07,52%,28%,0.0,0,3,0,0,0.52,0.28,0.0,0.0,0.0,0.18250950570342206,0.3744
Mads Burnell,9,3,0,1.28,41.0,2.71,51%,3.45,47%,22%,0.4,1,2,0,0,0.47,0.22,0.33333322222225925,0.0,0.0,0.4555160142348754,0.3666
Zygimantas Ramaska,9,3,0,0.96,60.0,2.25,30%,0.0,0%,33%,2.4,0,1,0,0,0.0,0.33,0.0,0.0,0.0,0.4085106382978723,0.0
Lance Gibson Jr.,9,2,0,2.0,41.0,4.33,53%,2.0,66%,50%,0.0,0,1,0,0,0.66,0.5,0.0,0.0,0.0,0.4514672686230249,0.33
Zach Light,9,11,0,0.81,33.0,1.9,48%,1.36,100%,0%,0.0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.405,1.0
Austin Lingo,9,3,0,3.86,37.0,4.86,57%,0.43,66%,75%,0.0,2,3,0,0,0.66,0.75,0.399999920000016,0.0,0.0,0.7782258064516129,0.165
Cynthia Calvillo,9,6,1,4.41,38.0,4.12,64%,1.8,44%,77%,0.8,6,6,0,3,0.44,0.77,0.4999999583333368,0.0,0.49999991666668053,1.0450236966824646,0.1012
Kevin Casey,9,5,2,2.27,53.0,3.76,46%,0.79,22%,27%,0.4,1,3,0,0,0.22,0.27,0.24999993750001562,0.0,0.0,0.5880829015544041,0.1606
Spike Carlyle,9,3,0,2.55,54.0,3.85,30%,3.34,36%,57%,0.5,1,2,1,0,0.36,0.57,0.33333322222225925,0.9999990000010001,0.0,0.6455696202531644,0.15480000000000002
Josh Rafferty,9,8,0,0.6,33.0,3.6,50%,0.0,0%,0%,9.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.16216216216216214,0.0
Maurice Greene,9,7,0,3.28,45.0,3.61,45%,0.0,0%,27%,0.4,4,4,1,2,0.0,0.27,0.4999999375000079,0.24999993750001562,0.49999987500003124,0.8840970350404312,0.0
Greg Soto,9,4,0,3.21,63.0,2.61,52%,1.49,27%,44%,1.0,1,2,0,0,0.27,0.44,0.33333322222225925,0.0,0.0,1.1845018450184501,0.15120000000000003
JP Buys,9,6,0,1.88,39.0,3.02,40%,1.55,25%,25%,2.3,0,4,0,0,0.25,0.25,0.0,0.0,0.0,0.6025641025641025,0.1875
Steve Steinbeiss,9,4,0,3.92,55.0,1.86,49%,0.44,50%,58%,0.0,0,2,0,0,0.5,0.58,0.0,0.0,0.0,1.9999999999999998,0.21000000000000002
Juliana Lima,9,5,0,1.94,44.0,2.11,55%,1.72,31%,70%,0.0,3,4,0,0,0.31,0.7,0.4285713673469475,0.0,0.0,0.8778280542986425,0.09300000000000001
Victoria Leonardo,9,7,0,3.22,38.0,4.81,47%,1.57,27%,71%,0.0,1,4,0,0,0.27,0.71,0.199999960000008,0.0,0.0,0.6558044806517312,0.07830000000000001
Ulysses Gomez,9,5,0,2.72,25.0,3.57,68%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.7411444141689374,0.0
Kevin Natividad,9,4,0,2.68,34.0,4.29,47%,3.66,50%,83%,0.0,0,3,0,0,0.5,0.83,0.0,0.0,0.0,0.6104783599088839,0.08500000000000002
Charlie Campbell,9,3,0,5.23,51.0,4.17,55%,2.45,36%,62%,0.0,2,1,1,0,0.36,0.62,0.6666664444445185,0.499999750000125,0.0,1.2248243559718972,0.1368
Melissa Gatto,9,2,2,3.78,49.0,2.84,54%,1.47,28%,63%,0.5,3,2,2,0,0.28,0.63,0.599999880000024,0.6666664444445185,0.0,1.2857142857142856,0.10360000000000001
Felicia Spencer,9,3,0,3.21,48.0,4.54,45%,1.18,18%,27%,0.2,3,3,2,1,0.18,0.27,0.49999991666668053,0.6666664444445185,0.33333322222225925,0.6918103448275863,0.1314
Tim Gorman,9,4,0,2.73,31.0,5.57,46%,1.0,9%,33%,0.0,0,2,0,0,0.09,0.33,0.0,0.0,0.0,0.4814814814814815,0.06029999999999999
Antonio Braga Neto,9,3,0,1.36,33.0,3.92,45%,3.07,37%,0%,0.5,1,2,0,1,0.37,0.0,0.33333322222225925,0.0,0.9999990000010001,0.33830845771144286,0.37
Ramsey Nijem,9,6,0,3.05,44.0,1.62,62%,5.32,62%,55%,1.1,5,5,2,0,0.62,0.55,0.499999950000005,0.399999920000016,0.0,1.773255813953488,0.27899999999999997
Mike Nickels,9,5,0,4.44,52.0,1.11,64%,11.11,80%,0%,2.8,1,1,0,1,0.8,0.0,0.499999750000125,0.0,0.9999990000010001,3.6694214876033056,0.8
Billy Ray Goff,9,4,0,7.51,46.0,5.02,59%,1.75,16%,66%,0.0,1,2,1,0,0.16,0.66,0.33333322222225925,0.9999990000010001,0.0,1.4667968750000002,0.0544
Laureano Staropoli,9,5,0,3.31,34.0,3.73,54%,0.83,26%,48%,0.0,2,4,0,0,0.26,0.48,0.33333327777778704,0.0,0.0,0.8642297650130548,0.13520000000000001
Emil Meek,9,5,1,2.52,39.0,2.53,38%,0.25,33%,47%,1.0,1,3,0,0,0.33,0.47,0.24999993750001562,0.0,0.0,0.9581749049429659,0.17490000000000003
Rodrigo Sezinando,9,2,0,2.25,27.0,8.76,42%,3.37,25%,66%,0.0,0,1,0,0,0.25,0.66,0.0,0.0,0.0,0.25395033860045146,0.08499999999999999
Jason Young,9,6,0,2.97,37.0,3.2,50%,1.98,66%,55%,0.0,1,3,0,0,0.66,0.55,0.24999993750001562,0.0,0.0,0.9,0.297
Dashon Johnson,9,2,0,1.01,69.0,3.83,35%,0.85,33%,63%,0.8,0,2,0,0,0.33,0.63,0.0,0.0,0.0,0.2569974554707379,0.1221
Armen Petrosyan,9,5,0,5.84,53.0,3.31,53%,0.17,33%,41%,0.0,3,4,0,0,0.33,0.41,0.4285713673469475,0.0,0.0,1.7126099706744866,0.19470000000000004
Sung Bin Jo,9,1,0,1.4,33.0,2.67,51%,1.0,33%,83%,1.0,0,1,0,0,0.33,0.83,0.0,0.0,0.0,0.5054151624548736,0.05610000000000002
Donte Johnson,8,0,0,3.11,48.0,2.0,61%,2.0,100%,75%,0.7,2,0,0,1,1.0,0.75,0.99999950000025,0.0,0.499999750000125,1.4809523809523808,0.25
Kris McCray,8,5,0,2.69,45.0,2.57,54%,2.88,55%,38%,0.0,0,3,0,0,0.55,0.38,0.0,0.0,0.0,1.0074906367041199,0.341
Danny Downes,8,3,0,1.66,34.0,3.53,37%,0.0,0%,37%,0.5,0,2,0,0,0.0,0.37,0.0,0.0,0.0,0.4573002754820937,0.0
Jon Delos Reyes,8,5,0,2.99,38.0,4.14,51%,3.2,83%,55%,1.9,1,3,0,1,0.83,0.55,0.24999993750001562,0.0,0.9999990000010001,0.7051886792452832,0.37349999999999994
Anton Turkalj,8,4,0,2.45,42.0,3.42,54%,4.98,41%,16%,0.0,0,4,0,0,0.41,0.16,0.0,0.0,0.0,0.6960227272727273,0.3444
Kai Kamaka,8,4,1,4.96,57.0,5.29,55%,1.93,58%,52%,0.3,1,2,0,0,0.58,0.52,0.33333322222225925,0.0,0.0,0.9202226345083488,0.2784
Liliya Shakirova,8,2,0,2.7,30.0,2.58,74%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.007462686567164,0.0
Ali AlQaisi,8,5,0,2.43,42.0,1.97,56%,3.5,29%,60%,1.0,0,2,0,0,0.29,0.6,0.0,0.0,0.0,1.173913043478261,0.11599999999999999
Jamie Yager,8,4,0,3.08,39.0,2.55,63%,0.0,0%,66%,0.0,0,1,0,0,0.0,0.66,0.0,0.0,0.0,1.1622641509433962,0.0
Yanal Ashmouz,8,2,0,2.88,50.0,4.78,50%,3.24,38%,64%,0.0,2,2,1,0,0.38,0.64,0.49999987500003124,0.499999750000125,0.0,0.5901639344262295,0.1368
Cesar Arzamendia,8,3,0,5.37,45.0,5.2,56%,7.32,75%,0%,2.4,0,2,0,0,0.75,0.0,0.0,0.0,0.0,1.0132075471698114,0.75
Brogan Walker,8,5,0,1.84,32.0,3.32,47%,1.02,75%,11%,0.0,0,3,0,0,0.75,0.11,0.0,0.0,0.0,0.5380116959064328,0.6675
Alex Soto,8,3,1,2.95,25.0,5.02,59%,2.82,30%,0%,0.0,0,2,0,0,0.3,0.0,0.0,0.0,0.0,0.5761718750000001,0.3
Natan Levy,8,2,0,3.7,52.0,3.19,58%,5.03,58%,41%,0.5,2,2,0,0,0.58,0.41,0.49999987500003124,0.0,0.0,1.1246200607902737,0.3422
Eric Nolan,8,4,0,3.14,39.0,5.13,41%,0.0,0%,71%,0.0,0,1,0,0,0.0,0.71,0.0,0.0,0.0,0.6003824091778204,0.0
Dakota Bush,8,4,0,2.77,38.0,4.42,41%,2.4,33%,0%,0.0,0,2,0,0,0.33,0.0,0.0,0.0,0.0,0.6128318584070797,0.33
Eddie Gordon,8,4,0,2.03,32.0,2.57,60%,1.93,83%,63%,0.0,1,3,1,0,0.83,0.63,0.24999993750001562,0.9999990000010001,0.0,0.7602996254681648,0.3071
Louis Gaudinot,8,4,0,2.34,37.0,6.42,48%,0.57,40%,31%,1.1,1,3,0,1,0.4,0.31,0.24999993750001562,0.0,0.9999990000010001,0.3588957055214724,0.27599999999999997
Bubba Bush,8,3,0,0.63,55.0,7.01,25%,2.82,50%,60%,0.0,0,1,0,0,0.5,0.6,0.0,0.0,0.0,0.08860759493670887,0.2
Roger Gracie,8,2,0,1.78,35.0,1.79,61%,1.87,53%,60%,1.9,0,1,0,0,0.53,0.6,0.0,0.0,0.0,0.9417989417989417,0.21200000000000002
Rolles Gracie,8,4,0,2.3,32.0,3.38,55%,2.3,10%,0%,0.0,0,1,0,0,0.1,0.0,0.0,0.0,0.0,0.660919540229885,0.1
Valerie Letourneau,8,6,0,4.51,37.0,5.4,58%,0.77,45%,66%,0.3,3,3,0,0,0.45,0.66,0.49999991666668053,0.0,0.0,0.82,0.153
Mitch Ramirez,8,3,0,3.51,44.0,3.98,37%,0.59,33%,25%,0.0,0,2,0,0,0.33,0.25,0.0,0.0,0.0,0.8602941176470588,0.2475
Nicolle Caliari,8,4,0,3.46,38.0,7.01,53%,2.88,24%,0%,1.0,0,2,0,0,0.24,0.0,0.0,0.0,0.0,0.4866385372714487,0.24
Ryan Loder,8,3,0,5.1,69.0,2.46,50%,1.37,14%,100%,1.4,1,2,1,0,0.14,1.0,0.33333322222225925,0.9999990000010001,0.0,1.9921874999999998,0.0
Bobby Nash,8,4,0,3.42,37.0,3.95,51%,2.37,33%,100%,1.6,0,3,0,0,0.33,1.0,0.0,0.0,0.0,0.8444444444444444,0.0
Roger Narvaez,8,3,0,2.12,37.0,3.32,64%,0.0,0%,50%,0.9,1,2,0,0,0.0,0.5,0.33333322222225925,0.0,0.0,0.6198830409356726,0.0
Carlos Candelario,8,3,0,3.97,46.0,5.17,44%,2.28,36%,53%,0.3,0,2,0,0,0.36,0.53,0.0,0.0,0.0,0.7533206831119545,0.1692
Clayton Carpenter,8,2,0,3.66,53.0,2.57,55%,1.99,46%,37%,1.3,2,2,0,2,0.46,0.37,0.49999987500003124,0.0,0.99999950000025,1.3707865168539326,0.2898
Ben Wall,8,7,1,1.47,29.0,8.53,29%,0.0,0%,100%,0.0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.17033603707995368,0.0
Lawrence Lui,8,1,0,3.72,39.0,3.32,60%,5.3,40%,100%,0.0,1,0,0,0,0.4,1.0,0.9999990000010001,0.0,0.0,1.087719298245614,0.0
Navajo Stirling,8,0,0,6.13,52.0,2.6,58%,1.15,28%,75%,0.0,3,0,0,0,0.28,0.75,0.9999996666667778,0.0,0.0,2.27037037037037,0.07
Jon Madsen,8,2,0,2.46,41.0,1.18,81%,1.32,71%,70%,0.0,4,1,1,0,0.71,0.7,0.799999840000032,0.24999993750001562,0.0,1.921875,0.21300000000000002
Josias Musasa,8,2,0,3.19,45.0,4.39,36%,0.9,50%,81%,0.5,0,2,0,0,0.5,0.81,0.0,0.0,0.0,0.7104677060133632,0.09499999999999997
Lee Murray,8,2,1,0.36,15.0,3.28,32%,0.9,100%,42%,1.8,1,0,0,1,1.0,0.42,0.9999990000010001,0.0,0.9999990000010001,0.10650887573964497,0.5800000000000001
Azamat Gashimov,8,3,0,1.24,21.0,4.75,53%,1.69,25%,0%,0.0,0,2,0,0,0.25,0.0,0.0,0.0,0.0,0.25567010309278354,0.25
Terrance Saeteurn,8,2,0,3.82,40.0,3.82,52%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9744897959183674,0.0
Gil Castillo,8,5,0,0.6,45.0,2.22,44%,3.33,45%,50%,0.0,1,2,0,0,0.45,0.5,0.33333322222225925,0.0,0.0,0.2586206896551724,0.225
Elise Reed,8,5,0,3.41,53.0,3.26,51%,0.46,60%,53%,0.0,4,5,0,0,0.6,0.53,0.44444439506173394,0.0,0.0,1.0148809523809526,0.282
Hugo Viana,8,4,0,3.05,38.0,3.2,57%,0.22,6%,50%,0.0,3,3,1,0,0.06,0.5,0.49999991666668053,0.33333322222225925,0.0,0.9242424242424241,0.03
Robert Sanchez,8,2,0,0.96,40.0,1.78,46%,3.61,62%,50%,0.7,1,2,0,1,0.62,0.5,0.33333322222225925,0.0,0.9999990000010001,0.5106382978723404,0.31
Viacheslav Borshchev,8,7,1,5.1,50.0,4.46,57%,0.0,0%,43%,0.1,3,6,2,0,0.0,0.43,0.33333329629630043,0.6666664444445185,0.0,1.118421052631579,0.0
Poliana Botelho,8,5,0,2.9,58.0,2.8,54%,0.85,57%,76%,0.0,3,4,1,0,0.57,0.76,0.4285713673469475,0.33333322222225925,0.0,1.0,0.13679999999999998
Jose Ochoa,8,2,0,3.01,37.0,2.33,60%,0.43,50%,59%,1.3,1,2,1,0,0.5,0.59,0.33333322222225925,0.9999990000010001,0.0,1.2386831275720163,0.20500000000000002
Christian Wellisch,8,5,0,3.12,27.0,3.04,56%,1.22,42%,45%,1.2,2,3,0,1,0.42,0.45,0.399999920000016,0.0,0.499999750000125,0.9936305732484076,0.231
Charalampos Grigoriou,8,5,0,2.62,48.0,3.97,46%,2.62,80%,90%,0.0,0,2,0,0,0.8,0.9,0.0,0.0,0.0,0.6437346437346437,0.07999999999999999
